Date,Ticker,Open,High,Low,Close,Volume,Adj_Close,Return,SMA_20,SMA_50,SMA_200,Volatility,BB_upper,BB_lower,RSI,MACD,Signal,MACD_hist,ATR,Return_lag1,Close_lag1,Return_lag2,Close_lag2,Return_lag3,Close_lag3,Return_lag5,Close_lag5,Return_lag10,Close_lag10,Roll_mean_5,Roll_std_5,Roll_vol_5,Roll_max_5,Roll_min_5,Roll_mean_10,Roll_std_10,Roll_vol_10,Roll_max_10,Roll_min_10,Roll_mean_20,Roll_std_20,Roll_vol_20,Roll_max_20,Roll_min_20,Roll_mean_50,Roll_std_50,Roll_vol_50,Roll_max_50,Roll_min_50,DayOfWeek,Month,Quarter,Price_to_SMA20,Price_to_SMA50,High_Low_Ratio,Close_Open_Ratio,Target_Price,Target_Return
2019-10-08,AMZN,3304.46,3350.94,3294.75,3322.84,7159628,3322.84,-0.007728326046967,3370.6935,3282.3538,3388.00205,0.2593443787007301,3469.1045520696944,3272.2824479303054,44.95579637703305,6.34942242974239,20.89401700891787,-14.544594579175481,109.91928571428568,0.0026708186118928,3348.72,-0.003859529817403,3339.8,-0.0199532300496931,3352.74,-0.0056035288289545,3352.2,-0.0030116560636701,3446.16,3357.0199999999995,37.56810349217885,0.23641599184481393,3421.0,3322.84,3346.8849999999998,37.48647852522476,0.28737880184264386,3421.0,3273.72,3370.6935,49.20552603484733,0.25934437870072957,3456.57,3273.72,3282.3538,180.67972407945854,0.29457077397561976,3621.41,2917.74,1,10,4,0.9858030699020882,1.0123345021487287,0.016910233414784686,0.005562179599690887,3329.5,0.0020043095665154276
2019-10-09,AMZN,3358.95,3386.49,3272.51,3329.5,3928352,3329.5,0.0020043095665154,3369.875,3290.369,3387.5878,0.2395720448482478,3469.4211189070884,3270.328881092912,43.65215487243891,3.400093771959746,17.395232361526247,-13.995138589566501,110.32999999999993,-0.007728326046967,3322.84,0.0026708186118928,3348.72,-0.003859529817403,3339.8,0.0205238350933716,3421.0,-0.034397706432667,3327.62,3338.72,12.598706282746402,0.14625862517354563,3352.74,3322.84,3347.0730000000003,37.383699968478886,0.23015773686120317,3421.0,3273.72,3369.875,49.773059453544114,0.2395720448482473,3456.57,3273.72,3290.369,173.41591181436834,0.29362450079484276,3621.41,2917.74,2,10,4,0.9880188434286173,1.0118925871228996,0.03423336837361926,-0.00876762083388888,3318.9,-0.0031836612103919304
2019-10-10,AMZN,3331.95,3354.66,3283.13,3318.9,5973459,3318.9,-0.0031836612103919,3369.959,3297.9618,3387.0843999999997,0.2378173153172487,3469.3207018033286,3270.597298196671,39.636404867044185,0.20503463811928668,13.957192816844856,-13.75215817872557,106.12999999999991,0.0020043095665154,3329.5,-0.007728326046967,3322.84,0.0026708186118928,3348.72,-0.0199532300496931,3352.74,-0.0161977629657232,3273.72,3331.952,12.269397703182344,0.06897734329608249,3348.72,3318.9,3351.5909999999994,29.41428468165154,0.21289920078369676,3421.0,3318.9,3369.959,49.68085090166436,0.23781731531724823,3456.57,3273.72,3297.9618,165.87644790675927,0.2939167171822423,3621.41,2917.74,3,10,4,0.9848487770916546,1.0063488303591004,0.02155232155231498,-0.0039166253995395525,3236.95,-0.024691915996263858
2019-10-11,AMZN,3219.92,3304.73,3169.17,3236.95,4626638,3236.95,-0.0246919159962638,3365.34,3304.0966000000003,3386.23695,0.2530479486903974,3480.0566093604075,3250.623390639593,31.16854163733645,-8.83787533441182,9.398179186593522,-18.236054521005343,104.49714285714276,-0.0031836612103919,3318.9,0.0020043095665154,3329.5,-0.007728326046967,3322.84,-0.003859529817403,3339.8,0.0260865315298803,3359.12,3311.382,43.15760906258226,0.1773734108899441,3348.72,3236.95,3339.374,46.4041705980056,0.20063058260917419,3421.0,3236.95,3365.34,57.35830468020378,0.2530479486903968,3456.57,3236.95,3304.0966000000003,157.4564447273079,0.30000627209443026,3621.41,2917.74,4,10,4,0.961849322802165,0.9796777733432551,0.04187892923893111,0.005288951278290907,3248.15,0.0034600472667172255
2019-10-14,AMZN,3236.61,3316.26,3180.05,3248.15,4593802,3248.15,0.0034600472667172,3356.409000000001,3310.7048000000004,3385.5068,0.2269578264943167,3478.5600050629355,3234.2579949370656,33.04447603147298,-14.928612488567069,4.532820851561404,-19.461433340128472,108.23428571428563,-0.0246919159962638,3236.95,-0.0031836612103919,3318.9,0.0020043095665154,3329.5,0.0026708186118928,3348.72,0.0035634332801448,3371.09,3291.268,44.80962921067865,0.17992621462669908,3329.5,3236.95,3327.0800000000004,52.89886850291615,0.20052749747989435,3421.0,3236.95,3356.4090000000006,61.07550253146747,0.22695782649431614,3456.57,3236.95,3310.7048000000004,147.53133542265618,0.29965653457164787,3621.41,2954.6,0,10,4,0.9677455876202904,0.9811052921417273,0.04193463971798042,0.0035654589215248045,3172.01,-0.023441035666456278
2019-10-15,AMZN,3198.77,3237.06,3106.95,3172.01,4992796,3172.01,-0.0234410356664562,3344.2095,3314.54,3383.69585,0.2387608687751524,3488.102348361077,3200.3166516389224,35.631844286349605,-25.60427706816381,-1.4945987323836394,-24.10967833578017,104.4028571428571,0.0034600472667172,3248.15,-0.0246919159962638,3236.95,-0.0031836612103919,3318.9,-0.007728326046967,3322.84,-0.0056035288289545,3352.2,3261.102,64.62846331144053,0.21950660148364032,3329.5,3172.01,3309.061,70.98783893503588,0.22404146071527606,3421.0,3172.01,3344.2095,71.94642418053874,0.2387608687751518,3456.57,3172.01,3314.54,141.11868549529078,0.3018673601922818,3621.41,2954.6,1,10,4,0.9485081601493721,0.9569985578689783,0.04101815568045469,-0.008365715571920269,3182.08,0.0031746432073038733
2019-10-16,AMZN,3206.74,3231.39,3132.76,3182.08,5528497,3182.08,0.0031746432073038,3334.3415,3319.0896,3381.67255,0.2383592828323122,3494.2406190225915,3174.4423809774084,40.79328082187128,-32.87331026222773,-7.770341038352458,-25.102969223875274,104.64214285714282,-0.0234410356664562,3172.01,0.0034600472667172,3248.15,-0.0246919159962638,3236.95,0.0020043095665154,3329.5,0.0205238350933716,3421.0,3231.618,59.00638075664297,0.22338315293459107,3318.9,3172.01,3285.1690000000003,69.31331240581856,0.18048243080151624,3352.74,3172.01,3334.3415,79.94955951129569,0.2383592828323115,3456.57,3172.01,3319.0896000000002,132.6929547206263,0.3010113962122642,3621.41,2967.9,2,10,4,0.9543353612696976,0.9587207287200206,0.030995449517287013,-0.0076900528262323,3262.38,0.02523506637168138
2019-10-17,AMZN,3256.19,3297.26,3227.5,3262.38,3507003,3262.38,0.0252350663716813,3327.5064999999995,3324.617,3379.2283500000003,0.2570125975871201,3487.440531699885,3167.5724683001145,40.18027528409088,-31.78809911498729,-12.573892653679426,-19.214206461307864,102.26142857142852,0.0031746432073038,3182.08,-0.0234410356664562,3172.01,0.0034600472667172,3248.15,-0.0031836612103919,3318.9,-0.0199532300496931,3352.74,3220.314,40.67020690871643,0.3334717469617413,3262.38,3172.01,3276.1330000000003,65.29933044577564,0.2272549872133937,3348.72,3172.01,3327.5064999999995,79.96701584994241,0.2570125975871195,3456.57,3172.01,3324.617,124.00707210329983,0.3050087082658351,3621.41,2967.9,3,10,4,0.980427836879964,0.981279948938184,0.021383161986028246,0.0019009947208234635,3246.53,-0.004858416248260444
2019-10-18,AMZN,3216.55,3315.32,3177.74,3246.53,6050942,3246.53,-0.0048584162482604,3318.404,3330.1896,3376.8684000000003,0.25407995880013,3474.800244321547,3162.007755678453,37.45518269241354,-31.839992385781443,-16.42711260009983,-15.412879785681614,103.91857142857141,0.0252350663716813,3262.38,0.0031746432073038,3182.08,-0.0234410356664562,3172.01,-0.0246919159962638,3236.95,-0.003859529817403,3339.8,3222.2300000000005,41.85818259310632,0.2783018790272804,3262.38,3172.01,3266.8059999999996,61.76023931300727,0.22746080282093617,3348.72,3172.01,3318.404,78.19812216077345,0.2540799588001294,3456.57,3172.01,3330.1896,113.46201473441299,0.3048575949873105,3621.41,3073.95,4,10,4,0.9783407927422405,0.9748784273421024,0.04237755388059189,0.009320545304749094,3179.38,-0.02068362220586295
2019-10-21,AMZN,3150.67,3207.11,3150.67,3179.38,2592197,3179.38,-0.0206836222058629,3304.5445,3332.2982,3374.19765,0.2584641377984492,3458.4960262705854,3150.5929737294146,34.13680422881865,-36.87449574739276,-20.516589229558413,-16.357906517834344,107.8635714285714,-0.0048584162482604,3246.53,0.0252350663716813,3262.38,0.0031746432073038,3182.08,0.0034600472667172,3248.15,0.0026708186118928,3348.72,3208.476,42.5054211836289,0.31381104192434456,3262.38,3172.01,3249.8720000000003,59.99513217290533,0.2416860565174827,3329.5,3172.01,3304.5445,76.97576313529282,0.25846413779844857,3446.16,3172.01,3332.2982,109.51379595675351,0.2989841108635237,3621.41,3115.89,0,10,4,0.962123524134427,0.9541102894089868,0.01775188873301785,0.00911234753242673,3172.72,-0.0020947480326354295
