Date,Ticker,Open,High,Low,Close,Volume,Adj_Close,Return,SMA_20,SMA_50,SMA_200,Volatility,BB_upper,BB_lower,RSI,MACD,Signal,MACD_hist,ATR,Return_lag1,Close_lag1,Return_lag2,Close_lag2,Return_lag3,Close_lag3,Return_lag5,Close_lag5,Return_lag10,Close_lag10,Roll_mean_5,Roll_std_5,Roll_vol_5,Roll_max_5,Roll_min_5,Roll_mean_10,Roll_std_10,Roll_vol_10,Roll_max_10,Roll_min_10,Roll_mean_20,Roll_std_20,Roll_vol_20,Roll_max_20,Roll_min_20,Roll_mean_50,Roll_std_50,Roll_vol_50,Roll_max_50,Roll_min_50,DayOfWeek,Month,Quarter,Price_to_SMA20,Price_to_SMA50,High_Low_Ratio,Close_Open_Ratio,Target_Price,Target_Return
2019-10-08,MSFT,328.64,332.5,328.07,330.29,18365542,330.29,0.0014250197077194,331.4755,323.5704,299.90505,0.2017340054096448,339.271700086534,323.679299913466,46.13211645706543,2.31726829643344,3.217358104688784,-0.9000898082553439,10.891428571428586,0.0054568179739658,329.82,-0.0279440526284596,328.03,-0.008345577431678,337.46,0.0098698026039478,336.63,-0.0075822168087696,325.91,333.17999999999995,5.366027394635252,0.2424038131340777,340.3,328.03,332.64500000000004,4.391793483304535,0.21691281583219407,340.3,327.15,331.4755,3.8981000432669908,0.20173400540964406,340.3,325.91,323.5704,11.849372834518586,0.2318059198627198,341.28,300.06,1,10,4,0.9964235667462711,1.020767041728722,0.01341245572068968,0.0050206913339673,333.0,0.008204910835931889
2019-10-09,MSFT,333.0,340.97,325.03,333.0,21747294,333.0,0.0082049108359318,331.4605,324.145,300.1398,0.1908409231680912,339.243062086574,323.6779379134261,55.81720678989412,2.235178005707212,3.0209220848924696,-0.7857440791852577,11.005000000000015,0.0014250197077194,330.29,0.0054568179739658,329.82,-0.0279440526284596,328.03,0.0109021774648725,340.3,0.0114141941026661,329.63,331.71999999999997,3.6693664303223503,0.2327300318352762,337.46,328.03,332.982,4.262116844948792,0.21334158054430158,340.3,327.15,331.4605,3.891281043286961,0.1908409231680904,340.3,325.91,324.145,11.588063748037023,0.23224111689732937,341.28,300.06,2,10,4,1.0046445956576888,1.0273180212527502,0.04786786786772428,0.0,332.08,-0.0027627627627627716
2019-10-10,MSFT,333.72,335.68,328.48,332.08,37206256,332.08,-0.0027627627627627,331.5315,324.7854,300.366,0.188860981878831,339.30922061047033,323.75377938952965,56.249999981496686,2.071999823449289,2.8311376326038338,-0.7591378091545447,10.807857142857156,0.0082049108359318,333.0,0.0014250197077194,330.29,0.0054568179739658,329.82,-0.008345577431678,337.46,-0.0075235870521493,327.15,330.64399999999995,1.9525701011684637,0.2298837223597834,333.0,328.03,333.475,3.7691975273254545,0.20925306274709732,340.3,328.03,331.5315,3.888860305235176,0.18886098187883016,340.3,325.91,324.7854,11.104558029044046,0.2296961882961529,341.28,301.72,3,10,4,1.0016544430891132,1.0224597534217288,0.021681522524627524,-0.004914299412666693,330.22,-0.005601059985545498
2019-10-11,MSFT,330.63,333.36,327.07,330.22,24580873,330.22,-0.0056010599855454,331.312,325.2288,300.62505,0.1847128549377241,338.9707853922153,323.6532146077847,52.12716220828008,1.7721650672820033,2.619343119539468,-0.8471780522574646,10.281428571428583,-0.0027627627627627,332.08,0.0082049108359318,333.0,0.0014250197077194,330.29,-0.0279440526284596,328.03,0.0203270670946049,333.8,331.082,1.3818176435321634,0.09018246662361298,333.0,329.82,333.11699999999996,3.902554861169885,0.18303341657409608,340.3,328.03,331.312,3.829392696107645,0.18471285493772327,340.3,325.91,325.2288,10.862668075306553,0.22332755952224925,341.28,301.72,4,10,4,0.9967040131326463,1.015346734357427,0.019047907455578016,-0.00124005686114003,339.77,0.02892011386348492
2019-10-14,MSFT,336.94,342.35,336.94,339.77,23206131,339.77,0.0289201138634849,331.6725,325.7746,300.92185,0.2108390910189088,340.2072805447572,323.1377194552428,63.9044943640717,2.2788795453015496,2.551250404691884,-0.27237085939033445,10.748571428571442,-0.0056010599855454,330.22,-0.0027627627627627,332.08,0.0082049108359318,333.0,0.0054568179739658,329.82,-0.0013780707010186,333.34,333.072,3.9282909769994907,0.21917277192066117,339.77,330.22,333.76,4.436560229126049,0.2366900366188947,340.3,328.03,331.6725,4.267390272378597,0.21083909101890805,340.3,325.91,325.77459999999996,10.894578357689442,0.22993198397852008,341.28,301.72,0,10,4,1.0244141434667497,1.04296037812327,0.015922535833016754,0.008399121505287543,332.97,-0.020013538570209155
2019-10-15,MSFT,330.88,340.94,325.01,332.97,15171375,332.97,-0.0200135385702091,331.871,326.1926,301.1711,0.2201678081477596,340.32838518753414,323.4136148124658,53.15570671307296,2.1074577882479275,2.462491881403093,-0.35503409315516565,11.110714285714298,0.0289201138634849,339.77,-0.0056010599855454,330.22,-0.0027627627627627,332.08,0.0014250197077194,330.29,0.0098698026039478,336.63,333.608,3.6249234474641443,0.2892402944978273,339.77,330.22,333.394,4.32300358547113,0.255689765148008,340.3,328.03,331.871,4.228692593767089,0.22016780814775885,340.3,325.91,326.19259999999997,10.758121338537332,0.23500203577834838,341.28,301.72,1,10,4,1.0033115276688735,1.0207772953738963,0.0478421479411123,0.006316489361683135,336.55,0.010751719374117785
2019-10-16,MSFT,334.66,343.02,330.07,336.55,34228850,336.55,0.0107517193741177,332.006,326.61580000000004,301.42274999999995,0.2172265883494362,340.6798212303827,323.33217876961726,58.70048128800805,2.2347204254480744,2.4169375902120898,-0.1822171647640154,10.882142857142867,-0.0200135385702091,332.97,0.0289201138634849,339.77,-0.0056010599855454,330.22,0.0082049108359318,333.0,0.0109021774648725,340.3,334.31800000000004,3.8185560097993805,0.2933570712974456,339.77,330.22,333.019,3.7867677509976962,0.25549510130978365,339.77,328.03,332.006,4.336910615191345,0.2172265883494354,340.3,325.91,326.61580000000004,10.740678177577248,0.23502502310390197,341.28,301.72,2,10,4,1.0136864996385198,1.030415552459402,0.038478680730832,0.00564752285900418,333.98,-0.007636309612241821
2019-10-17,MSFT,332.37,340.61,327.36,333.98,19261243,333.98,-0.0076363096122418,332.3045,327.0206,301.6689,0.2090675795434298,340.80853860711915,323.8004613928809,50.180216245444086,2.103946475386124,2.354339367246897,-0.25039289186077296,11.095714285714292,0.0107517193741177,336.55,-0.0200135385702091,332.97,0.0289201138634849,339.77,-0.0027627627627627,332.08,-0.008345577431678,337.46,334.69800000000004,3.6300509638260907,0.3005645991472985,339.77,330.22,332.671,3.4808442462515843,0.25494764396668057,339.77,328.03,332.3045,4.252019303559556,0.20906757954342906,340.3,325.91,327.0206,10.626303792274745,0.2354359830031513,341.28,301.72,3,10,4,1.0050420623223428,1.021281228151923,0.03967303431331315,0.004843999157550831,332.55,-0.004281693514581741
2019-10-18,MSFT,332.99,337.54,327.57,332.55,24019468,332.55,-0.0042816935145817,332.594,327.321,301.90115,0.2092174452103455,340.6876138567978,324.5003861432022,49.22412098430297,1.86343758031893,2.2561590098613036,-0.39272142954237355,10.812857142857151,-0.0076363096122418,333.98,0.0107517193741177,336.55,-0.0200135385702091,332.97,-0.0056010599855454,330.22,-0.0279440526284596,328.03,335.164,3.007686818798546,0.29880128281181334,339.77,332.55,333.123,3.081832247218547,0.20808289438470692,339.77,329.82,332.594,4.046806928398903,0.2092174452103447,340.3,325.91,327.32099999999997,10.564659077725592,0.23446756217169593,341.28,301.72,4,10,4,0.9998677065701731,1.0159751436632054,0.029980454066967515,-0.0013213610018279118,331.21,-0.004029469252744056
2019-10-21,MSFT,331.24,336.01,326.41,331.21,45193309,331.21,-0.004029469252744,332.7345,327.80119999999994,302.0973,0.2093551444753431,340.6163551783461,324.8526448216538,44.46486926833111,1.5468743425276443,2.114302076394572,-0.5674277338669276,10.786428571428575,-0.0042816935145817,332.55,-0.0076363096122418,333.98,0.0107517193741177,336.55,0.0289201138634849,339.77,0.0054568179739658,329.82,333.45200000000006,1.9968024439025773,0.1742443764662509,336.55,331.21,333.262,2.944595048558654,0.20841239338977882,339.77,330.22,332.73449999999997,3.94092758917308,0.20935514447534237,340.3,325.91,327.80119999999994,10.169712062225244,0.22187741578138587,341.28,301.72,0,10,4,0.9954182689171233,1.0103989857236326,0.028984632106430912,-9.056877188726902e-05,327.64,-0.01077866006461159
