Date,Ticker,Open,High,Low,Close,Volume,Adj_Close,Return,SMA_20,SMA_50,SMA_200,Volatility,BB_upper,BB_lower,RSI
2019-01-02,AMZN,3435.69,3448.81,3375.89,3412.35,3186358,3412.35,,,,,,,,
2019-01-03,AMZN,3408.76,3498.51,3340.65,3419.58,3565665,3419.58,0.002118774451624228,,,,,,,
2019-01-04,AMZN,3437.62,3437.62,3376.82,3406.44,11613174,3406.44,-0.0038425771585983703,,,,,,,
2019-01-07,AMZN,3374.45,3457.4,3330.95,3394.18,8466050,3394.18,-0.0035990652998438843,,,,,,,
2019-01-08,AMZN,3501.56,3617.23,3451.17,3534.2,4205742,3534.2,0.04125296831635339,,,,,,,
2019-01-09,AMZN,3613.45,3643.31,3530.16,3586.74,3136266,3586.74,0.014866164902948231,,,,,,,
2019-01-10,AMZN,3770.15,3835.73,3666.72,3751.22,4191718,3751.22,0.045857798446500064,,,,,,,
2019-01-11,AMZN,3698.58,3746.4,3690.64,3718.52,4409781,3718.52,-0.008717164015973444,,,,,,,
2019-01-14,AMZN,3749.53,3768.77,3658.29,3713.53,2432576,3713.53,-0.0013419317362821648,,,,,,,
2019-01-15,AMZN,3626.39,3677.51,3574.95,3626.23,4130138,3626.23,-0.023508629255721725,,,,,,,
2019-01-16,AMZN,3606.69,3606.69,3555.99,3574.44,6788677,3574.44,-0.014282050504242694,,,,,,,
2019-01-17,AMZN,3700.0,3750.92,3648.33,3699.63,1947510,3699.63,0.03502366804310597,,,,,,,
2019-01-18,AMZN,3663.65,3711.1,3620.33,3665.71,5567398,3665.71,-0.009168484416009148,,,,,,,
2019-01-21,AMZN,3791.42,3865.1,3725.46,3795.28,6932451,3795.28,0.035346494949136664,,,,,,,
2019-01-22,AMZN,3699.72,3800.2,3623.76,3711.98,3196547,3711.98,-0.021948314748845954,,,,,,,65.96442995117005
2019-01-23,AMZN,3645.4,3667.41,3618.47,3642.94,7877138,3642.94,-0.018599238142446906,,,,,,,61.165320322266346
